Census Tract,Total,Poverty,TotalWhite,PovertyWhite,TotalBlack,PovertyBlack,TotalAIAN,PovertyAIAN,TotalAsian,PovertyAsian,TotalNHPI,PovertyNHPI,TotalOther,PovertyOther,TotalMixed,PovertyMixed,TotalWhiteNH,PovertyWhiteNH,TotalLatine,PovertyLatine,Inequality,pWhiteNH,pLatine,pBlack,pAIAN,pAsian,pNHPI,pOther,pMixed,pWhiteNH_poverty,pLatine_poverty,pBlack_poverty,pAIAN_poverty,pAsian_poverty,pNHPI_poverty,pOther_poverty,pMixed_poverty
6001435800,5506,307,2250,94,105,45,34,0,1602,128,8,0,1062,33,445,7,1253,57,2390,111,0.3382,0.22756992371957865,0.434071921540138,0.019070105339629495,0.006175081729022884,0.29095532146749004,0.001452960406828914,0.1928804940065383,0.08082092262985834,0.04549082202713488,0.046443514644351466,0.42857142857142855,0,0.07990012484394507,0,0.031073446327683617,0.015730337078651686
6001435900,5342,261,2621,83,211,14,132,0,1675,154,57,0,396,10,250,0,1521,83,1770,10,0.3969,0.28472482216398354,0.3313365780606514,0.039498315237738675,0.02470984649943841,0.31355297641332835,0.01067016098839386,0.07412953949831524,0.04679895170348184,0.05456936226166995,0.005649717514124294,0.06635071090047394,0,0.09194029850746269,0,0.025252525252525252,0
6001436000,5063,263,2843,176,84,3,110,6,1268,54,3,0,501,0,254,24,1506,150,2148,50,0.3372,0.297452103495951,0.4242543946276911,0.016590953979853842,0.021726249259332413,0.2504444005530318,5.925340707090658e-4,0.09895318980841399,0.05016788465336757,0.099601593625498,0.023277467411545624,0.03571428571428571,0.05454545454545454,0.04258675078864353,0,0,0.09448818897637795
6001436100,5910,475,2941,176,210,1,37,0,1462,136,291,0,695,162,274,0,1228,93,2415,245,0.4062,0.2077834179357022,0.4086294416243655,0.03553299492385787,0.006260575296108291,0.24737732656514383,0.049238578680203045,0.11759729272419628,0.046362098138747886,0.07573289902280131,0.10144927536231885,0.004761904761904762,0,0.09302325581395349,0,0.23309352517985613,0
6001436200,4121,571,1487,206,691,193,104,0,515,1,38,17,1004,97,282,57,378,54,2441,306,0.4039,0.09172530939092453,0.5923319582625576,0.1676777481193885,0.025236593059936908,0.12496966755641835,0.0092210628488231,0.24363018684785245,0.06842999272021354,0.14285714285714285,0.12535845964768538,0.2793053545586107,0,0.001941747572815534,0.4473684210526316,0.09661354581673307,0.20212765957446807
6001436300,9337,909,3511,359,903,80,23,0,2476,83,34,6,2033,381,357,0,1222,49,4511,691,0.3745,0.13087715540323444,0.4831316268608761,0.09671200599764378,0.00246331798222127,0.26518153582521153,0.0036414265824140516,0.21773588947199315,0.03823497911534754,0.040098199672667756,0.1531811128352915,0.08859357696567,0,0.033521809369951534,0.17647058823529413,0.18740777176586326,0
6001436401,7164,477,3141,75,1133,275,29,0,1593,57,55,0,633,37,580,33,2494,69,1477,56,0.4483,0.3481295365717476,0.20616973757677276,0.15815187046342824,0.004048017867113345,0.22236180904522612,0.007677275265214964,0.08835845896147404,0.08096035734226689,0.027666399358460304,0.037914691943127965,0.24271844660194175,0,0.035781544256120526,0,0.05845181674565561,0.056896551724137934
6001436402,2694,87,1439,60,309,0,10,0,555,0,0,0,115,0,266,27,1137,60,510,23,0.322,0.4220489977728285,0.18930957683741648,0.11469933184855234,0.003711952487008166,0.20601336302895323,0,0.042687453600593915,0.09873793615441723,0.052770448548812667,0.045098039215686274,0,0,0,NA,0,0.10150375939849623
6001436500,5375,1124,2028,350,523,91,13,4,1166,488,200,0,1075,172,370,19,799,132,2395,407,0.3921,0.14865116279069768,0.44558139534883723,0.09730232558139534,0.0024186046511627908,0.21693023255813954,0.037209302325581395,0.2,0.06883720930232558,0.16520650813516896,0.169937369519833,0.1739961759082218,0.3076923076923077,0.41852487135506006,0,0.16,0.051351351351351354
6001436601,6919,498,2962,227,497,52,25,0,1095,137,0,0,1389,20,951,62,868,71,3849,208,0.3984,0.12545165486341958,0.5562942621766152,0.0718311894782483,0.0036132389073565544,0.15825986414221707,0,0.20075155369273015,0.13744760803584333,0.08179723502304148,0.05404001039230969,0.10462776659959759,0,0.12511415525114156,NA,0.014398848092152628,0.06519453207150368
6001436602,5107,474,1670,205,731,20,0,0,1068,127,172,0,1145,61,321,61,534,24,2478,294,0.3859,0.10456236538084981,0.4852163696886626,0.1431368709614255,0,0.20912473076169963,0.033679263755629525,0.22420207558253377,0.0628549050323086,0.0449438202247191,0.11864406779661017,0.027359781121751026,NA,0.11891385767790262,0,0.05327510917030567,0.19003115264797507
6001436700,3251,407,1560,306,202,7,13,0,696,17,14,0,597,77,169,0,657,201,1568,182,0.4263,0.2020916641033528,0.4823131344201784,0.062134727776068904,0.003998769609350969,0.21408797293140572,0.004306367271608736,0.18363580436788682,0.0519840049215626,0.3059360730593607,0.11607142857142858,0.034653465346534656,0,0.02442528735632184,0,0.12897822445561138,0
6001436800,4382,392,1083,137,590,120,38,18,960,60,139,0,1241,57,331,0,528,19,2013,175,0.291,0.1204929256047467,0.45937927886809676,0.13464171611136466,0.00867183934276586,0.2190780465540849,0.03172067549064354,0.28320401643085347,0.07553628480146052,0.03598484848484849,0.08693492300049677,0.2033898305084746,0.47368421052631576,0.0625,0,0.04593070104754231,0
6001436900,6701,673,3262,445,526,80,5,0,1276,53,200,0,1097,55,335,40,812,145,3737,395,0.3583,0.1211759438889718,0.5576779585136546,0.07849574690344725,7.461572899567229e-4,0.19041934039695568,0.029846291598268914,0.163706909416505,0.049992538427100434,0.17857142857142858,0.1056997591651057,0.1520912547528517,0,0.041536050156739814,0,0.05013673655423884,0.11940298507462686
6001437000,3471,205,1371,122,192,7,16,0,834,22,152,0,637,42,269,12,618,122,1534,42,0.3743,0.1780466724286949,0.4419475655430712,0.055315471045808126,0.004609622587150677,0.24027657735522903,0.04379141457793143,0.18352059925093633,0.07749927974647076,0.19741100323624594,0.027379400260756193,0.036458333333333336,0,0.026378896882494004,0,0.06593406593406594,0.04460966542750929
6001437101,7811,372,2320,108,579,99,125,53,3383,67,450,0,435,45,519,0,1185,108,1791,45,0.3842,0.1517091281526053,0.22929202406862118,0.07412623223658943,0.01600307258993727,0.43310715657406224,0.057611061323774165,0.05569069261298169,0.06644475739341954,0.09113924050632911,0.02512562814070352,0.17098445595854922,0.424,0.019804906887378067,0,0.10344827586206896,0
6001437102,4521,349,884,79,357,15,37,0,1927,188,6,6,763,61,547,0,530,56,1329,84,0.4067,0.11723070117230701,0.29396151293961514,0.0789648307896483,0.0081840300818403,0.42623313426233134,0.0013271400132714001,0.1687679716876797,0.12099093120990931,0.10566037735849057,0.06320541760722348,0.04201680672268908,0,0.0975609756097561,1,0.0799475753604194,0
6001437200,7373,607,2236,212,385,17,114,0,2895,70,192,16,793,79,758,213,1315,124,2073,246,0.4482,0.1783534517835345,0.28116099281160994,0.052217550522175506,0.015461820154618201,0.3926488539264885,0.026040960260409602,0.10755459107554591,0.1028075410280754,0.09429657794676806,0.11866859623733719,0.04415584415584416,0,0.024179620034542316,0.08333333333333333,0.09962168978562422,0.28100263852242746
6001437300,3248,255,888,147,398,30,1,1,924,48,61,12,751,7,225,10,444,122,1245,37,0.3861,0.13669950738916256,0.3833128078817734,0.12253694581280788,3.078817733990148e-4,0.28448275862068967,0.018780788177339903,0.2312192118226601,0.06927339901477833,0.2747747747747748,0.02971887550200803,0.07537688442211055,1,0.05194805194805195,0.19672131147540983,0.009320905459387484,0.044444444444444446
6001437400,3474,99,1375,63,142,0,54,0,889,0,44,0,766,29,204,7,487,11,1886,82,0.2888,0.14018422567645367,0.5428900402993667,0.04087507196315487,0.015544041450777202,0.25590097869890616,0.012665515256188831,0.2204951065054692,0.05872193436960276,0.022587268993839837,0.043478260869565216,0,0,0,0,0.037859007832898174,0.03431372549019608
6001437500,4430,491,1702,170,130,68,0,0,733,36,9,0,1627,188,229,29,554,66,2967,305,0.3346,0.1250564334085779,0.6697516930022573,0.029345372460496615,0,0.1654627539503386,0.0020316027088036117,0.3672686230248307,0.05169300225733634,0.11913357400722022,0.10279743849005729,0.5230769230769231,NA,0.04911323328785812,0,0.11555009219422249,0.12663755458515283
6001437600,3338,367,1009,112,266,91,20,0,1106,107,82,0,634,57,221,0,383,57,1474,129,0.4092,0.11473936488915518,0.4415817855002996,0.07968843618933494,0.005991611743559017,0.3313361294188137,0.02456560814859197,0.18993409227082086,0.06620730976632715,0.14882506527415143,0.08751696065128901,0.34210526315789475,0,0.09674502712477397,0,0.08990536277602523,0
6001437701,3714,291,1313,143,486,22,52,0,540,53,79,0,1134,73,110,0,350,32,2172,184,0.3513,0.0942380183091007,0.5848142164781907,0.1308562197092084,0.014001077005923533,0.14539579967689822,0.021270866989768444,0.3053311793214863,0.029617662897145933,0.09142857142857143,0.0847145488029466,0.04526748971193416,0,0.09814814814814815,0,0.06437389770723104,0
6001437702,4295,623,1805,386,281,28,26,0,372,45,67,0,1596,164,148,0,201,0,3257,550,0.3725,0.04679860302677532,0.7583236321303841,0.06542491268917346,0.006053550640279395,0.08661233993015134,0.01559953434225844,0.37159487776484285,0.03445867287543655,0,0.16886705557261283,0.099644128113879,0,0.12096774193548387,0,0.10275689223057644,0
6001437800,4943,171,1485,61,307,8,72,0,1544,77,142,25,1066,0,327,0,965,38,1910,23,0.3581,0.19522557151527412,0.3864050171960348,0.06210803155978151,0.014566053004248432,0.3123609144244386,0.02872749342504552,0.21565850697956707,0.06615415739429496,0.039378238341968914,0.012041884816753926,0.026058631921824105,0,0.04987046632124352,0.176056338028169,0,0
6001437900,2316,156,772,52,135,31,100,0,354,28,103,36,735,9,117,0,278,6,1373,55,0.4015,0.12003454231433507,0.592832469775475,0.05829015544041451,0.04317789291882556,0.15284974093264247,0.04447322970639033,0.3173575129533679,0.050518134715025906,0.02158273381294964,0.04005826656955572,0.22962962962962963,0,0.07909604519774012,0.34951456310679613,0.012244897959183673,0
6001438000,3952,224,1433,93,326,2,6,0,1299,15,25,0,684,33,179,81,1076,53,1066,73,0.3494,0.2722672064777328,0.26973684210526316,0.08248987854251012,0.0015182186234817814,0.32869433198380565,0.006325910931174089,0.17307692307692307,0.045293522267206475,0.04925650557620818,0.06848030018761726,0.006134969325153374,0,0.011547344110854504,0,0.04824561403508772,0.45251396648044695
6001438100,8307,838,2428,263,599,50,160,0,2483,238,71,14,2003,150,563,123,1327,155,3387,226,0.3799,0.15974479354761045,0.40772842181292884,0.07210786084025521,0.019260864331286865,0.29890453834115804,0.008547008547008548,0.24112194534729747,0.06777416636571566,0.11680482290881689,0.06672571597283732,0.08347245409015025,0,0.09585179218687072,0.19718309859154928,0.07488766849725412,0.21847246891651864
6001438201,5135,256,1524,61,339,1,70,0,832,2,120,0,1919,192,331,0,403,35,3185,218,0.3748,0.07848101265822785,0.620253164556962,0.06601752677702044,0.013631937682570594,0.1620253164556962,0.023369036027263874,0.37370983446932815,0.06445959104186952,0.08684863523573201,0.0684458398744113,0.0029498525073746312,0,0.002403846153846154,0,0.10005211047420531,0
6001438203,3883,148,898,74,212,0,6,0,2001,74,121,0,436,0,209,0,613,20,822,54,0.4462,0.15786762812258562,0.21169199072881792,0.05459696111254185,0.001545197012619109,0.5153232037084728,0.031161473087818695,0.11228431625032191,0.053824362606232294,0.03262642740619902,0.06569343065693431,0,0,0.03698150924537731,0,0,0
6001438204,5813,196,1514,74,366,13,104,0,2239,35,146,17,736,57,708,0,754,49,1915,82,0.3919,0.1297092723206606,0.3294340271804576,0.06296232582143471,0.017890934113194566,0.38517116807156376,0.02511611904352314,0.1266127644933769,0.12179597453982453,0.0649867374005305,0.042819843342036555,0.03551912568306011,0,0.01563197856185797,0.11643835616438356,0.07744565217391304,0
6001438300,3767,213,1060,123,331,25,0,0,1617,16,309,17,337,32,113,0,207,3,1223,152,0.3833,0.054950889301831694,0.32466153437748874,0.08786833023626228,0,0.42925404831430847,0.08202813910273427,0.08946110963631537,0.02999734536766658,0.014492753623188406,0.12428454619787407,0.0755287009063444,NA,0.009894867037724181,0.05501618122977346,0.09495548961424333,0
6001438400,2757,66,837,22,259,5,2,2,1050,23,57,0,481,14,71,0,477,14,866,24,0.3158,0.17301414581066377,0.3141095393543707,0.09394269133115705,7.254261878853826e-4,0.3808487486398259,0.020674646354733407,0.17446499818643452,0.025752629669931085,0.029350104821802937,0.02771362586605081,0.019305019305019305,1,0.021904761904761906,0,0.029106029106029108,0
6001440100,2747,72,1179,53,82,0,7,0,946,19,28,0,313,0,192,0,1079,53,569,0,0.3907,0.39279213687659265,0.20713505642519112,0.029850746268656716,0.0025482344375682563,0.34437568256279577,0.010192937750273025,0.11394248270840918,0.06989443028758646,0.04911955514365153,0,0,0,0.0200845665961945,0,0,0
6001440200,6119,337,1305,179,410,88,16,7,1240,45,12,0,3017,15,119,3,216,79,4262,122,0.3339,0.03529988560222259,0.6965190390586697,0.06700441248570027,0.0026148063409053767,0.2026474914201667,0.0019611047556790323,0.4930544206569701,0.01944762216048374,0.36574074074074076,0.028625058657907085,0.2146341463414634,0.4375,0.036290322580645164,0,0.004971826317533974,0.025210084033613446
6001440301,7584,581,2196,446,414,0,12,12,2672,39,292,0,1576,84,422,0,1612,323,2302,207,0.3876,0.21255274261603377,0.30353375527426163,0.05458860759493671,0.0015822784810126582,0.35232067510548526,0.03850210970464135,0.20780590717299577,0.055643459915611815,0.20037220843672457,0.08992180712423979,0,1,0.014595808383233533,0,0.0532994923857868,0
6001440304,5027,381,462,60,463,156,14,0,3275,140,200,0,203,13,410,12,305,29,653,65,0.4154,0.060672369206286055,0.12989854784165505,0.092102645713149,0.0027849612094688683,0.6514819972150387,0.039785160135269546,0.04038193753729859,0.08155957827730256,0.09508196721311475,0.0995405819295559,0.3369330453563715,0,0.042748091603053436,0,0.06403940886699508,0.02926829268292683
6001440305,4190,188,980,49,110,4,23,0,2262,33,167,58,402,20,246,24,789,49,693,30,0.3637,0.1883054892601432,0.16539379474940333,0.026252983293556086,0.005489260143198091,0.5398568019093078,0.039856801909307876,0.09594272076372315,0.058711217183770883,0.062103929024081114,0.04329004329004329,0.03636363636363636,0,0.014588859416445624,0.3473053892215569,0.04975124378109453,0.0975609756097561
6001440306,4322,422,629,106,177,38,0,0,2987,205,43,0,187,0,299,73,537,101,334,23,0.3513,0.12424803331790837,0.07727903748264692,0.040953262378528456,0,0.6911152244331328,0.00994909763998149,0.04326700601573346,0.06918093475242944,0.18808193668528864,0.0688622754491018,0.21468926553672316,NA,0.06863073317710076,0,0,0.24414715719063546
6001440307,4735,239,974,73,220,0,20,0,2544,142,28,0,693,24,256,0,899,59,896,38,0.4317,0.18986272439281943,0.18922914466737065,0.046462513199577615,0.004223864836325237,0.5372756071805702,0.005913410770855333,0.14635691657866948,0.05406546990496304,0.06562847608453838,0.04241071428571429,0,0,0.05581761006289308,0,0.03463203463203463,0
6001440308,6162,272,1473,88,213,38,115,0,3030,136,9,0,913,8,409,2,945,79,1652,17,0.392,0.15335929892891917,0.26809477442388835,0.03456669912366115,0.01866277182732879,0.4917234664070107,0.0014605647517039922,0.14816617981174943,0.06637455371632586,0.0835978835978836,0.010290556900726392,0.1784037558685446,0,0.044884488448844885,0,0.008762322015334063,0.004889975550122249
6001440331,3273,188,711,27,55,0,5,0,1792,46,158,60,238,18,314,37,378,27,817,99,0.3602,0.1154903758020165,0.2496180873816071,0.016804155209288116,0.0015276504735716467,0.5475099297280782,0.04827375496486404,0.07271616254201038,0.09593644974029943,0.07142857142857142,0.1211750305997552,0,0,0.025669642857142856,0.379746835443038,0.07563025210084033,0.1178343949044586
6001440332,3505,51,447,14,64,0,17,0,2633,37,16,0,145,0,183,0,309,0,287,14,0.3219,0.08815977175463624,0.0818830242510699,0.01825962910128388,0.0048502139800285305,0.7512125534950072,0.00456490727532097,0.04136947218259629,0.0522111269614836,0,0.04878048780487805,0,0,0.01405241169768325,0,0,0
6001440333,2982,130,535,16,66,0,3,3,2128,109,5,0,70,2,175,0,472,16,133,2,0.3587,0.15828303152246814,0.04460093896713615,0.022132796780684104,0.001006036217303823,0.7136150234741784,0.001676727028839705,0.023474178403755867,0.05868544600938967,0.03389830508474576,0.015037593984962405,0,1,0.051221804511278196,0,0.02857142857142857,0
6001440334,4414,288,731,65,422,20,7,0,2505,177,27,0,526,26,196,0,640,61,617,30,0.3083,0.14499320344358857,0.13978251019483462,0.09560489352061623,0.0015858631626642502,0.567512460353421,0.006116900770276394,0.11916628908019937,0.044404168554599006,0.0953125,0.04862236628849271,0.04739336492890995,0,0.07065868263473053,0,0.049429657794676805,0
6001440335,7002,184,1366,34,243,0,15,0,4506,127,50,23,104,0,718,0,1342,34,124,0,0.3124,0.1916595258497572,0.017709225935447014,0.03470437017994859,0.0021422450728363325,0.6435304198800342,0.007140816909454442,0.014852899171665239,0.10254213081976578,0.02533532041728763,0,0,0,0.028184642698624057,0.46,0,0
6001440336,4411,154,967,50,383,37,78,0,2245,53,7,0,533,0,198,14,799,35,807,15,0.3467,0.1811380639310814,0.18295171163001586,0.08682838358648833,0.0176830650646112,0.508954885513489,0.0015869417365676718,0.12083427794150986,0.04488778054862843,0.04380475594493116,0.01858736059479554,0.09660574412532637,0,0.023608017817371936,0,0,0.0707070707070707
6001441100,4557,342,2193,217,48,31,24,0,1278,22,8,0,579,6,427,66,2023,208,912,40,0.4509,0.44393241167434716,0.20013166556945358,0.01053324555628703,0.005266622778143515,0.2804476629361422,0.0017555409260478386,0.12705727452271232,0.09370199692780339,0.1028175976272862,0.043859649122807015,0.6458333333333334,0,0.017214397496087636,0,0.010362694300518135,0.15456674473067916
6001441200,7277,320,3064,239,340,10,22,0,2563,32,0,0,713,15,575,24,2568,239,1352,0,0.4002,0.35289267555311254,0.18579084787687233,0.04672255050158032,0.003023223855984609,0.35220557922220697,0,0.09797993678713755,0.0790160780541432,0.09306853582554517,0,0.029411764705882353,0,0.012485368708544674,NA,0.021037868162692847,0.04173913043478261
6001441301,3301,175,725,58,215,3,27,0,2150,114,12,0,0,0,172,0,604,45,197,37,0.4031,0.18297485610421085,0.05967888518630718,0.06513177824901545,0.008179339594062406,0.6513177824901545,0.0036352620418055137,0,0.05210542259921236,0.07450331125827815,0.18781725888324874,0.013953488372093023,0,0.053023255813953486,0,NA,0
6001441302,5937,392,1786,53,160,33,12,0,3104,141,52,10,492,140,331,15,1588,53,780,126,0.4265,0.2674751558025939,0.13137948458817586,0.026949637864241198,0.00202122283981809,0.5228229745662792,0.00875863230587839,0.0828701364325417,0.055752063331648984,0.033375314861460954,0.16153846153846155,0.20625,0,0.04542525773195876,0.19230769230769232,0.2845528455284553,0.045317220543806644
6001441401,8082,252,1810,12,123,30,25,0,4926,210,157,0,583,0,458,0,1662,12,805,14,0.3792,0.2056421677802524,0.0996040584013858,0.015219005196733483,0.003093293739173472,0.6095025983667409,0.019425884682009405,0.07213560999752537,0.056669141301658,0.007220216606498195,0.017391304347826087,0.24390243902439024,0,0.04263093788063337,0,0,0
6001441402,5407,60,983,6,166,21,15,0,3665,23,0,0,303,0,275,10,910,4,499,2,0.3645,0.1683003513963381,0.09228777510634363,0.030700943221749585,0.0027741816164231553,0.6778250416127243,0,0.05603846865174773,0.05085999630109118,0.004395604395604396,0.004008016032064128,0.12650602409638553,0,0.006275579809004093,NA,0,0.03636363636363636
6001441501,6521,187,969,84,156,11,19,0,4518,76,149,6,153,10,557,0,830,49,515,45,0.2901,0.12728109185707714,0.07897561723662015,0.02392271124060727,0.002913663548535501,0.6928385216991259,0.022849256249041557,0.023462659101364823,0.08541634718601442,0.05903614457831325,0.08737864077669903,0.07051282051282051,0,0.016821602478972998,0.040268456375838924,0.06535947712418301,0
6001441503,8003,229,783,44,148,11,69,0,6638,174,30,0,125,0,210,0,703,44,278,10,0.3574,0.08784205922778958,0.03473697363488692,0.01849306510058728,0.008621766837435962,0.8294389603898538,0.00374859427714607,0.015619142821441959,0.026240159940022493,0.06258890469416785,0.03597122302158273,0.07432432432432433,0,0.026212714673094304,0,0,0
6001441521,6169,182,1215,65,98,29,92,0,4333,88,73,0,109,0,249,0,999,65,439,0,0.4189,0.16193872588750202,0.07116226292754094,0.01588588101799319,0.014913276057707894,0.702382882152699,0.011833360350137786,0.01766899011184957,0.040363105851839845,0.06506506506506507,0,0.29591836734693877,0,0.020309254558042927,0,0,0
6001441522,5233,389,886,167,349,0,13,0,3425,108,27,14,421,85,112,15,697,164,641,88,0.3914,0.1331931970189184,0.12249187846359641,0.06669214599656029,0.0024842346646283204,0.6545002866424613,0.005159564303458819,0.08045098413911714,0.02140263711064399,0.23529411764705882,0.1372854914196568,0,0,0.031532846715328466,0.5185185185185185,0.20190023752969122,0.13392857142857142
6001441523,4418,76,608,27,104,0,0,0,3327,22,95,0,173,0,111,27,518,27,284,14,0.2773,0.11724762335898596,0.06428248076052512,0.023540063377093707,0,0.7530556813037573,0.021502942507922135,0.03915799004074242,0.02512449071978271,0.052123552123552123,0.04929577464788732,0,NA,0.0066125638713555755,0,0,0.24324324324324326
6001441524,4215,33,386,0,124,0,0,0,3605,22,0,0,16,0,84,11,333,0,107,0,0.3657,0.07900355871886121,0.025385527876631078,0.029418742586002373,0,0.8552787663107948,0,0.0037959667852906285,0.0199288256227758,0,0,0,NA,0.006102635228848821,NA,0,0.13095238095238096
6001441601,4977,123,1670,36,450,0,16,0,1968,59,208,11,350,4,315,13,1370,20,835,33,0.3722,0.27526622463331324,0.16777175005023107,0.09041591320072333,0.0032147880249146074,0.39541892706449666,0.04179224432388989,0.07032348804500703,0.06329113924050633,0.014598540145985401,0.03952095808383234,0,0,0.029979674796747968,0.052884615384615384,0.011428571428571429,0.04126984126984127
6001441602,8093,270,2145,106,144,9,0,0,4261,155,410,0,789,0,344,0,1764,106,1435,0,0.3829,0.21796614358087235,0.17731372791301125,0.017793154578030396,0,0.5265043865068578,0.05066106511800321,0.09749165945879155,0.04250586926973928,0.060090702947845805,0,0.0625,NA,0.036376437455996245,0,0,0
6001441700,8478,942,2729,162,353,95,82,13,3982,374,0,0,977,283,355,15,2148,148,1682,312,0.4211,0.25336164189667376,0.19839584807737673,0.04163717857985374,0.009672092474640246,0.46968624675631043,0,0.11523944326492097,0.04187308327435716,0.06890130353817504,0.18549346016646848,0.26912181303116145,0.15853658536585366,0.09392265193370165,NA,0.2896622313203685,0.04225352112676056
6001441800,7543,762,2887,496,141,0,18,18,3765,227,0,0,543,0,189,21,2600,404,881,92,0.3794,0.3446904414689116,0.1167970303592735,0.01869282778735251,0.0023863184409386186,0.4991382738963277,0,0.07198727296831499,0.025056343629855496,0.15538461538461537,0.10442678774120318,0,1,0.060292164674634795,NA,0,0.1111111111111111
6001441921,3909,97,961,11,262,4,74,0,1623,57,0,0,641,25,348,0,639,11,1006,25,0.2996,0.1634689178818112,0.2573548222051676,0.06702481453057048,0.018930672806344334,0.4151957022256332,0,0.1639805576873881,0.08902532617037605,0.017214397496087636,0.02485089463220676,0.015267175572519083,0,0.03512014787430684,NA,0.0390015600624025,0
6001441923,5919,310,851,40,134,0,31,0,4115,270,0,0,417,0,371,0,787,40,566,0,0.3491,0.13296164892718365,0.09562426085487413,0.02263895928366278,0.005237371177563777,0.6952187869572563,0,0.07045108971109985,0.06267950667342456,0.05082592121982211,0,0,0,0.06561360874848117,NA,0,0
6001441924,7481,185,1468,25,219,18,32,0,4648,114,0,0,640,28,474,0,1348,13,884,40,0.351,0.1801898141959631,0.11816602058548323,0.0292741612083946,0.004277503007619302,0.6213073118567036,0,0.08555006015238605,0.06336051330036091,0.009643916913946587,0.04524886877828054,0.0821917808219178,0,0.024526678141135974,NA,0.04375,0
6001441925,7291,467,1176,80,441,27,12,0,4984,319,0,0,448,0,230,41,1075,80,549,0,0.3586,0.1474420518447401,0.0752983129886161,0.060485530105609656,0.001645864764778494,0.6835824989713345,0,0.06144561788506378,0.031545741324921134,0.07441860465116279,0,0.061224489795918366,0,0.06400481540930979,NA,0,0.1782608695652174
6001441926,4580,306,732,20,183,0,24,0,2254,116,55,0,1009,126,323,44,399,20,1499,126,0.3709,0.08711790393013101,0.327292576419214,0.039956331877729255,0.005240174672489083,0.49213973799126637,0.012008733624454149,0.2203056768558952,0.07052401746724891,0.05012531328320802,0.08405603735823883,0,0,0.05146406388642413,0,0.12487611496531219,0.13622291021671826
6001441927,4492,195,687,68,146,0,19,0,2957,79,62,0,318,0,303,48,613,59,436,27,0.3848,0.13646482635796972,0.09706144256455922,0.03250222617987533,0.004229741763134461,0.6582813891362422,0.013802315227070348,0.07079252003561888,0.06745325022261799,0.09624796084828711,0.06192660550458716,0,0,0.026716266486303687,0,0,0.15841584158415842
6001442000,3419,41,785,2,3,2,18,0,2515,31,16,0,4,4,78,2,521,2,270,6,0.4108,0.15238373793506874,0.07897045919859608,8.774495466510676e-4,0.005264697279906405,0.7355952032758116,0.00467973091547236,0.00116993272886809,0.022813688212927757,0.003838771593090211,0.022222222222222223,0.6666666666666666,0,0.012326043737574552,0,1,0.02564102564102564
6001442100,5462,126,770,19,93,17,29,24,4399,66,30,0,11,0,130,0,731,0,54,19,0.3258,0.13383376052727938,0.009886488465763456,0.01702673013548151,0.005309410472354449,0.805382643720249,0.005492493592090809,0.0020139143170999634,0.02380080556572684,0,0.35185185185185186,0.1827956989247312,0.8275862068965517,0.015003409865878609,0,0,0
6001442200,7453,53,1603,26,116,0,25,0,5249,27,69,0,176,0,215,0,1434,26,441,0,0.4206,0.19240574265396485,0.059170803703206765,0.01556420233463035,0.0033543539514289547,0.7042801556420234,0.009258016905943914,0.023614651818059842,0.02884744398228901,0.01813110181311018,0,0,0,0.005143836921318346,0,0,0
6001442301,5496,338,1297,42,214,93,38,38,3012,122,41,0,598,22,296,21,969,35,1010,29,0.4504,0.17631004366812228,0.18377001455604075,0.03893740902474527,0.006914119359534207,0.5480349344978166,0.007459970887918486,0.10880640465793304,0.053857350800582245,0.03611971104231166,0.028712871287128714,0.43457943925233644,1,0.04050464807436919,0,0.03678929765886288,0.07094594594594594
6001442302,6366,611,1283,169,319,23,23,0,3875,368,13,13,580,0,273,38,1096,155,725,63,0.4849,0.1721646245680176,0.11388627081369777,0.05010995915802702,0.0036129437637448946,0.6087024819352812,0.0020420986490732014,0.09110901665095822,0.04288407163053723,0.14142335766423358,0.08689655172413793,0.07210031347962383,0,0.09496774193548387,1,0,0.1391941391941392
6001442400,6745,378,1863,59,307,2,54,8,3263,224,0,0,1075,44,183,41,1408,31,1686,72,0.364,0.20874722016308375,0.24996293550778353,0.04551519644180875,0.008005930318754633,0.483765752409192,0,0.15937731653076354,0.027131208302446256,0.022017045454545456,0.042704626334519574,0.006514657980456026,0.14814814814814814,0.06864848299111247,NA,0.04093023255813953,0.22404371584699453
6001442500,7169,459,1548,72,254,45,88,0,3497,273,130,0,881,41,771,28,1152,49,1695,92,0.3658,0.1606918677639838,0.2364346491839866,0.035430325010461713,0.012275073231970987,0.4877946715023016,0.01813363091086623,0.12289022178825498,0.10754638024829126,0.042534722222222224,0.054277286135693215,0.17716535433070865,0,0.07806691449814127,0,0.046538024971623154,0.03631647211413749
6001442601,4153,163,1710,136,11,11,8,0,1687,16,19,0,520,0,198,0,1460,90,857,46,0.4071,0.3515530941488081,0.20635685046954008,0.0026486876956417047,0.001926318324103058,0.40621237659523235,0.004575006019744763,0.12521069106669877,0.04767637852155068,0.06164383561643835,0.05367561260210035,1,0,0.00948429164196799,0,0,0
6001442602,5059,123,2017,56,183,0,4,0,1564,29,0,0,1062,38,229,0,1705,56,1411,38,0.3969,0.3370231271002174,0.27890887527179287,0.036173156750345915,7.90670092903736e-4,0.3091520063253607,0,0.20992290966594188,0.04526586281873888,0.03284457478005865,0.026931254429482635,0,0,0.01854219948849105,NA,0.035781544256120526,0
